Rd=zxtb(Rs),"Assembler mapped to: ""Rd=and(Rs,#255)"""
Rd=zxth(Rs),Rd = zxt16->32(Rs);
Syntax,Behavior
"Rd=combine(Rt.[HL],Rs.[HL])",Rd = (Rt.uh[01]<<16) | Rs.uh[01];
"Rdd=combine(#s8,#S8)",apply_extension(#s);
"",Rdd.w[0]=#S;
"",Rdd.w[1]=#s;
"Rdd=combine(#s8,#U6)",apply_extension(#U);
"",Rdd.w[0]=#U;
"",Rdd.w[1]=#s;
"Rdd=combine(#s8,Rs)",apply_extension(#s);
"",Rdd.w[0]=Rs;
"",Rdd.w[1]=#s;
"Rdd=combine(Rs,#s8)",apply_extension(#s);
"",Rdd.w[0]=#s;
"",Rdd.w[1]=Rs;
"Rdd=combine(Rs,Rt)",Rdd.w[0]=Rt;
"",Rdd.w[1]=Rs;
Syntax,Behavior
"Rd=mux(Pu,#s8,#S8)",PREDUSE_TIMING;
"",apply_extension(#s);
"",(Pu[0]) ? (Rd=#s):(Rd=#S);
"Rd=mux(Pu,#s8,Rs)",PREDUSE_TIMING;
"",apply_extension(#s);
"",(Pu[0]) ? (Rd=#s):(Rd=Rs);
"Rd=mux(Pu,Rs,#s8)",PREDUSE_TIMING;
"",apply_extension(#s);
"",(Pu[0]) ? (Rd=Rs):(Rd=#s);
"Rd=mux(Pu,Rs,Rt)",PREDUSE_TIMING;
"",(Pu[0]) ? (Rd=Rs):(Rd=Rt);
"",,
Rd=aslh(Rs),,Rd=Rs<<16;
Rd=asrh(Rs),,Rd=Rs>>16;
Syntax,Behavior
"Rdd=packhl(Rs,Rt)",Rdd.h[0]=Rt.h[0];
"",Rdd.h[1]=Rs.h[0];
"",Rdd.h[2]=Rt.h[1];
"",Rdd.h[3]=Rs.h[1];
Syntax,Behavior
"if ([!]Pu[.new]) Rd=add(Rs,#s8)",if([!]Pu[.new][0]){
"",apply_extension(#s);
"",Rd=Rs+#s;
"",} else {
"",NOP;
"",}
"if ([!]Pu[.new]) Rd=add(Rs,Rt)",if([!]Pu[.new][0]){
"",Rd=Rs+Rt;
"",} else {
"",NOP;
"",}
Syntax,Behavior
if ([!]Pu[.new]) Rd=aslh(Rs),if([!]Pu[.new][0]){
"",Rd=Rs<<16;
"",} else {
"",NOP;
"",}
if ([!]Pu[.new]) Rd=asrh(Rs),if([!]Pu[.new][0]){
"",Rd=Rs>>16;
"",} else {
"",NOP;
"",}
Syntax,Behavior
if ([!]Pu[.new]),if ([!]Pu[.new][0]) {
"Rdd=combine(Rs,Rt)",Rdd.w[0]=Rt;
"",Rdd.w[1]=Rs;
"",} else {
"",NOP;
"",}
Syntax,Behavior
"if ([!]Pu[.new]) Rd=and(Rs,Rt)",if([!]Pu[.new][0]){
"",Rd=Rs&Rt;
"",} else {
"",NOP;
"",}
"if ([!]Pu[.new]) Rd=or(Rs,Rt)",if([!]Pu[.new][0]){
"",Rd=Rs|Rt;
"",} else {
"",NOP;
"",}
"if ([!]Pu[.new]) Rd=xor(Rs,Rt)",if([!]Pu[.new][0]){
"",Rd=Rs^Rt;
"",} else {
"",NOP;
"",}
Syntax,Behavior
"if ([!]Pu[.new]) Rd=sub(Rt,Rs)",if([!]Pu[.new][0]){
"",Rd=Rt-Rs;
"",} else {
"",NOP;
"",}
Syntax,Behavior
if ([!]Pu[.new]) Rd=sxtb(Rs),if([!]Pu[.new][0]){
"",Rd=sxt8->32(Rs);
"",} else {
"",NOP;
"",}
if ([!]Pu[.new]) Rd=sxth(Rs),if([!]Pu[.new][0]){
"",Rd=sxt16->32(Rs);
"",} else {
"",NOP;
"",}
Syntax,Behavior
if ([!]Pu[.new]) Rd=#s12,apply_extension(#s);
"",if ([!]Pu[.new][0]) Rd=#s;
"",else NOP;
if ([!]Pu[.new]) Rd=Rs,"Assembler mapped to: ""if ([!]Pu[.new])"
"","Rd=add(Rs,#0)"""
if ([!]Pu[.new]) Rdd=Rss,"Assembler mapped to: ""if ([!]Pu[.new])"
"","Rdd=combine(Rss.H32,Rss.L32)"""
if ([!]Pu[.new]) Rd=zxtb(Rs),"if([!]Pu[.new][0]){
Rd=zxt8->32(Rs);
} else {
NOP;
}"
if ([!]Pu[.new]) Rd=zxth(Rs),"if([!]Pu[.new][0]){
Rd=zxt16->32(Rs);
} else {
NOP;
}"
"Pd=[!]cmp.eq(Rs,#s10)","apply_extension(#s);
Pd=Rs[!]=#s ? 0xff : 0x00;"
"Pd=[!]cmp.eq(Rs,Rt)",Pd=Rs[!]=Rt ? 0xff : 0x00;
"Pd=[!]cmp.gt(Rs,#s10)","apply_extension(#s);
Pd=Rs<=#s ? 0xff : 0x00;"
"Pd=[!]cmp.gt(Rs,Rt)",Pd=Rs<=Rt ? 0xff : 0x00;
"Pd=[!]cmp.gtu(Rs,#u9)","apply_extension(#u);
Pd=Rs.uw[0]<=#u ? 0xff : 0x00;"
"Pd=[!]cmp.gtu(Rs,Rt)",Pd=Rs.uw[0]<=Rt.uw[0] ? 0xff : 0x00;
"Pd=cmp.ge(Rs,#s8)","Assembler mapped to: ""Pd=cmp.gt(Rs,#s8-1)"""
"Pd=cmp.geu(Rs,#u8)","if (""#u8==0"") {
Assembler mapped to: ""Pd=cmp.eq(Rs,Rs)"";
} else {
Assembler mapped to: ""Pd=cmp.gtu(Rs,#u8-1)"";
}"
"Pd=cmp.lt(Rs,Rt)","Assembler mapped to: ""Pd=cmp.gt(Rt,Rs)"""
"Pd=cmp.ltu(Rs,Rt)","Assembler mapped to: ""Pd=cmp.gtu(Rt,Rs)"""
Syntax,Behavior
"Rd=[!]cmp.eq(Rs,#s8)",apply_extension(#s);
"",Rd=(Rs[!]=#s);
"Rd=[!]cmp.eq(Rs,Rt)",Rd=(Rs[!]=Rt);
endloop0,"if (USR.LPCFG) {
if (USR.LPCFG==1) {
P3=0xff;
}
USR.LPCFG=USR.LPCFG-1;
}
if (LC0>1) {
PC=SA0;
LC0=LC0-1;
}"
endloop01,"if (USR.LPCFG) {
if (USR.LPCFG==1) {
P3=0xff;
}
USR.LPCFG=USR.LPCFG-1;
}
if (LC0>1) {
PC=SA0;
LC0=LC0-1;
} else {
if (LC1>1) {
PC=SA1;
LC1=LC1-1;
}
}"
endloop1,"if (LC1>1) {
PC=SA1;
LC1=LC1-1;
}"
Syntax,Behavior
"Pd=[!]fastcorner9(Ps,Pt)",PREDUSE_TIMING;
"",tmp.h[0]=(Ps<<8)|Pt;
"",tmp.h[1]=(Ps<<8)|Pt;
"",for (i = 1; i < 9; i++) {
"",tmp &= tmp >> 1;
"",}
"",Pd = tmp == 0 ? 0xff : 0x00;
Syntax,Behavior
Pd=all8(Ps),PREDUSE_TIMING;
"",(Ps==0xff) ? (Pd=0xff) : (Pd=0x00);
Pd=any8(Ps),PREDUSE_TIMING;
"",Ps ? (Pd=0xff) : (Pd=0x00);
Syntax,Behavior
"loop0(#r7:2,#U10)",apply_extension(#r);
"","#r=#r & ~0x3;"
"",SA0=PC+#r;
"",LC0=#U;
"",USR.LPCFG=0;
"loop0(#r7:2,Rs)",apply_extension(#r);
"","#r=#r & ~0x3;"
"",SA0=PC+#r;
"",LC0=Rs;
"",USR.LPCFG=0;
"loop1(#r7:2,#U10)",apply_extension(#r);
"","#r=#r & ~0x3;"
"",SA1=PC+#r;
"",LC1=#U;
"loop1(#r7:2,Rs)",apply_extension(#r);
"","#r=#r & ~0x3;"
"",SA1=PC+#r;
"",LC1=Rs;
Syntax,Behavior
"Rd=add(pc,#u6)",Rd=PC+apply_extension(#u);
"p3=sp1loop0(#r7:2,#U10)","apply_extension(#r);
#r=#r & ~0x3;
SA0=PC+#r;
LC0=#U;
USR.LPCFG=1;
P3=0;"
"p3=sp1loop0(#r7:2,Rs)","apply_extension(#r);
#r=#r & ~0x3;
SA0=PC+#r;
LC0=Rs;
USR.LPCFG=1;
P3=0;"
"p3=sp2loop0(#r7:2,#U10)","apply_extension(#r);
#r=#r & ~0x3;
SA0=PC+#r;
LC0=#U;
USR.LPCFG=2;
P3=0;"
"p3=sp2loop0(#r7:2,Rs)","apply_extension(#r);
#r=#r & ~0x3;
SA0=PC+#r;
LC0=Rs;
USR.LPCFG=2;
P3=0;"
"p3=sp3loop0(#r7:2,#U10)","apply_extension(#r);
#r=#r & ~0x3;
SA0=PC+#r;
LC0=#U;
USR.LPCFG=3;
P3=0;"
"p3=sp3loop0(#r7:2,Rs)","apply_extension(#r);
#r=#r & ~0x3;
SA0=PC+#r;
LC0=Rs;
USR.LPCFG=3;
P3=0;"
Pd=Ps,"Assembler mapped to: ""Pd=or(Ps,Ps)"""
"Pd=and(Ps,and(Pt,[!]Pu))","PREDUSE_TIMING;
Pd = Ps & Pt & (~Pu);"
"Pd=and(Ps,or(Pt,[!]Pu))","PREDUSE_TIMING;
Pd = Ps & (Pt | (~Pu));"
"Pd=and(Pt,[!]Ps)","PREDUSE_TIMING;
Pd=Pt & (~Ps);"
Pd=not(Ps),"PREDUSE_TIMING;
Pd=~Ps;"
"Pd=or(Ps,and(Pt,[!]Pu))","PREDUSE_TIMING;
Pd = Ps | (Pt & (~Pu));"
"Pd=or(Ps,or(Pt,[!]Pu))","PREDUSE_TIMING;
Pd = Ps | Pt | (~Pu);"
"Pd=or(Pt,[!]Ps)","PREDUSE_TIMING;
Pd=Pt | (~Ps);"
"Pd=xor(Ps,Pt)","PREDUSE_TIMING;
Pd=Ps ^ Pt;"
Syntax,Behavior
Cd=Rs,Cd=Rs;
Cdd=Rss,Cdd=Rss;
Rd=Cs,Rd=Cs;
Rdd=Css,Rdd=Css;
Syntax,Behavior
callr Rs,LR=NPC;
"",PC=Rs;
"",;
if ([!]Pu) callr Rs,;
"",if ([!]Pu[0]) {
"",LR=NPC;
"",PC=Rs;
"",;
"",}
Syntax,Behavior
hintjr(Rs),;
Syntax,Behavior
if ([!]Pu) jumpr Rs,"Assembler mapped to: ""if ([!]Pu) """"jumpr"""":nt"
"","""""Rs"""
if ([!]Pu[.new]) jumpr:<hint> Rs,}
"",{
"",if([!]Pu[.new][0]){
"",PC=Rs;
"",;
"",}
jumpr Rs,PC=Rs;
Syntax,Behavior
call #r22:2,apply_extension(#r);
"","#r=#r & ~0x3;"
"",LR=NPC;
"",PC=PC+#r;
"",;
if ([!]Pu) call #r15:2,apply_extension(#r);
"","#r=#r & ~0x3;"
"",;
"",if ([!]Pu[0]) {
"",LR=NPC;
"",PC=PC+#r;
"",;
"",}
"p[01]=cmp.eq(Rs,#-1); if
([!]p[01].new) jump:<hint>
#r9:2","P[01]=(Rs==-1) ? 0xff : 0x00 if
([!]P[01].new[0]) {
apply_extension(#r);
#r=#r & ~0x3;
PC=PC+#r;
}"
"p[01]=cmp.eq(Rs,#U5); if
([!]p[01].new) jump:<hint>
#r9:2","P[01]=(Rs==#U) ? 0xff : 0x00 if
([!]P[01].new[0]) {
apply_extension(#r);
#r=#r & ~0x3;
PC=PC+#r;
}"
"p[01]=cmp.eq(Rs,Rt); if
([!]p[01].new) jump:<hint>
#r9:2","P[01]=(Rs==Rt) ? 0xff : 0x00 if
([!]P[01].new[0]) {
apply_extension(#r);
#r=#r & ~0x3;
PC=PC+#r;
}"
"p[01]=cmp.gt(Rs,#-1); if
([!]p[01].new) jump:<hint>
#r9:2","P[01]=(Rs>-1) ? 0xff : 0x00 if ([!]P[01].new[0])
{
apply_extension(#r);
#r=#r & ~0x3;
PC=PC+#r;
}"
Syntax,Behavior
"p[01]=cmp.gt(Rs,#U5); if",P[01]=(Rs>#U) ? 0xff : 0x00 if ([!]P[01].new[0])
"([!]p[01].new) jump:<hint>",{
"#r9:2",apply_extension(#r);
"","#r=#r & ~0x3;"
"",PC=PC+#r;
"",}
"p[01]=cmp.gt(Rs,Rt); if",P[01]=(Rs>Rt) ? 0xff : 0x00 if ([!]P[01].new[0])
"([!]p[01].new) jump:<hint>",{
"#r9:2",apply_extension(#r);
"","#r=#r & ~0x3;"
"",PC=PC+#r;
"",}
"p[01]=cmp.gtu(Rs,#U5); if",P[01]=(Rs.uw[0]>#U) ? 0xff : 0x00 if
"([!]p[01].new) jump:<hint>",([!]P[01].new[0]) {
"#r9:2",apply_extension(#r);
"","#r=#r & ~0x3;"
"",PC=PC+#r;
"",}
"p[01]=cmp.gtu(Rs,Rt); if",P[01]=(Rs.uw[0]>Rt) ? 0xff : 0x00 if
"([!]p[01].new) jump:<hint>",([!]P[01].new[0]) {
"#r9:2",apply_extension(#r);
"","#r=#r & ~0x3;"
"",PC=PC+#r;
"",}
"p[01]=tstbit(Rs,#0); if",P[01]=(Rs & 1) ? 0xff : 0x00 if ([!]P[01].new[0])
"([!]p[01].new) jump:<hint>",{
"#r9:2",apply_extension(#r);
"","#r=#r & ~0x3;"
"",PC=PC+#r;
"",}
Syntax,Behavior
if ([!]Pu) jump #r15:2,"Assembler mapped to: ""if ([!]Pu) """"jump"""":nt"
"","""""#r15:2"""
if ([!]Pu) jump:<hint> #r15:2,;
"",if ([!]Pu[0]) {
"",apply_extension(#r);
"","#r=#r & ~0x3;"
"",PC=PC+#r;
"",;
"",}
jump #r22:2,apply_extension(#r);
"","#r=#r & ~0x3;"
"",PC=PC+#r;
Syntax,Behavior
if ([!]Pu.new) jump:<hint>,}
"#r15:2",{
"",if([!]Pu.new[0]){
"",apply_extension(#r);
"","#r=#r & ~0x3;"
"",PC=PC+#r;
"",;
"",}
if (Rs!=#0) jump:nt #r13:2,"if (Rs != 0) {
PC=PC+#r;
}"
if (Rs!=#0) jump:t #r13:2,"if (Rs != 0) {
PC=PC+#r;
}"
if (Rs<=#0) jump:nt #r13:2,"if (Rs<=0) {
PC=PC+#r;
}"
if (Rs<=#0) jump:t #r13:2,"if (Rs<=0) {
PC=PC+#r;
}"
if (Rs==#0) jump:nt #r13:2,"if (Rs == 0) {
PC=PC+#r;
}"
if (Rs==#0) jump:t #r13:2,"if (Rs == 0) {
PC=PC+#r;
}"
if (Rs>=#0) jump:nt #r13:2,"if (Rs>=0) {
PC=PC+#r;
}"
if (Rs>=#0) jump:t #r13:2,"if (Rs>=0) {
PC=PC+#r;
}"
Syntax,Behavior
Rd=#U6 ; jump #r9:2,apply_extension(#r);
"","#r=#r & ~0x3;"
"",Rd=#U;
"",PC=PC+#r;
Rd=Rs ; jump #r9:2,apply_extension(#r);
"","#r=#r & ~0x3;"
"",Rd=Rs;
"",PC=PC+#r;
Syntax,Behavior
Rdd=memd(Re=#U6),apply_extension(#U);
"",EA=#U;
"",Rdd = *EA;
"",Re=#U;
Rdd=memd(Rs+#s11:3),apply_extension(#s);
"",EA=Rs+#s;
"",Rdd = *EA;
Rdd=memd(Rs+Rt<<#u2),EA=Rs+(Rt<<#u);
"",Rdd = *EA;
Rdd=memd(Rt<<#u2+#U6),apply_extension(#U);
"",EA=#U+(Rt<<#u);
"",Rdd = *EA;
Rdd=memd(Rx++#s4:3),EA=Rx;
"",Rx=Rx+#s;
"",Rdd = *EA;
Rdd=memd(Rx++#s4:3:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,#s,MuV);"
"",Rdd = *EA;
Rdd=memd(Rx++I:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,I<<3,MuV);"
"",Rdd = *EA;
Rdd=memd(Rx++Mu),EA=Rx;
"",Rx=Rx+MuV;
"",Rdd = *EA;
Rdd=memd(Rx++Mu:brev),EA=Rx.h[1] | brev(Rx.h[0]);
"",Rx=Rx+MuV;
"",Rdd = *EA;
Rdd=memd(gp+#u16:3),apply_extension(#u);
"",EA=(Constant_extended ? (0) : GP)+#u;
"",Rdd = *EA;
Syntax,Behavior
if ([!]Pt[.new]) Rdd=memd(#u6),apply_extension(#u);
"",EA=#u;
"",if ([!]Pt[.new][0]) {
"",Rdd = *EA;
"",} else {
"",NOP;
"",}
if ([!]Pt[.new]),apply_extension(#u);
Rdd=memd(Rs+#u6:3),EA=Rs+#u;
"",if ([!]Pt[.new][0]) {
"",Rdd = *EA;
"",} else {
"",NOP;
"",}
if ([!]Pt[.new]),EA=Rx;
Rdd=memd(Rx++#s4:3),if([!]Pt[.new][0]){
"",Rx=Rx+#s;
"",Rdd = *EA;
"",} else {
"",NOP;
"",}
if ([!]Pv[.new]),EA=Rs+(Rt<<#u);
Rdd=memd(Rs+Rt<<#u2),if ([!]Pv[.new][0]) {
"",Rdd = *EA;
"",} else {
"",NOP;
"",}
Syntax,Behavior
Rd=memb(Re=#U6),apply_extension(#U);
"",EA=#U;
"",Rd = *EA;
"",Re=#U;
Rd=memb(Rs+#s11:0),apply_extension(#s);
"",EA=Rs+#s;
"",Rd = *EA;
Rd=memb(Rs+Rt<<#u2),EA=Rs+(Rt<<#u);
"",Rd = *EA;
Rd=memb(Rt<<#u2+#U6),apply_extension(#U);
"",EA=#U+(Rt<<#u);
"",Rd = *EA;
Rd=memb(Rx++#s4:0),EA=Rx;
"",Rx=Rx+#s;
"",Rd = *EA;
Rd=memb(Rx++#s4:0:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,#s,MuV);"
"",Rd = *EA;
Rd=memb(Rx++I:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,I<<0,MuV);"
"",Rd = *EA;
Rd=memb(Rx++Mu),EA=Rx;
"",Rx=Rx+MuV;
"",Rd = *EA;
Rd=memb(Rx++Mu:brev),EA=Rx.h[1] | brev(Rx.h[0]);
"",Rx=Rx+MuV;
"",Rd = *EA;
Rd=memb(gp+#u16:0),apply_extension(#u);
"",EA=(Constant_extended ? (0) : GP)+#u;
"",Rd = *EA;
Syntax,Behavior
if ([!]Pt[.new]) Rd=memb(#u6),apply_extension(#u);
"",EA=#u;
"",if ([!]Pt[.new][0]) {
"",Rd = *EA;
"",} else {
"",NOP;
"",}
if ([!]Pt[.new]),apply_extension(#u);
Rd=memb(Rs+#u6:0),EA=Rs+#u;
"",if ([!]Pt[.new][0]) {
"",Rd = *EA;
"",} else {
"",NOP;
"",}
if ([!]Pt[.new]),EA=Rx;
Rd=memb(Rx++#s4:0),if([!]Pt[.new][0]){
"",Rx=Rx+#s;
"",Rd = *EA;
"",} else {
"",NOP;
"",}
if ([!]Pv[.new]),EA=Rs+(Rt<<#u);
Rd=memb(Rs+Rt<<#u2),if ([!]Pv[.new][0]) {
"",Rd = *EA;
"",} else {
"",NOP;
"",}
Syntax,Behavior
Ryy=memb_fifo(Re=#U6),apply_extension(#U);
"",EA=#U;
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>8)|(tmpV<<56);
"",}
"",;
"",Re=#U;
Ryy=memb_fifo(Rs),"Assembler mapped to: ""Ryy=memb_fifo""""(Rs+#0)"""
Ryy=memb_fifo(Rs+#s11:0),apply_extension(#s);
"",EA=Rs+#s;
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>8)|(tmpV<<56);
"",}
"",;
Ryy=memb_fifo(Rt<<#u2+#U6),apply_extension(#U);
"",EA=#U+(Rt<<#u);
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>8)|(tmpV<<56);
"",}
"",;
Syntax,Behavior
Ryy=memb_fifo(Rx++#s4:0),EA=Rx;
"",Rx=Rx+#s;
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>8)|(tmpV<<56);
"",}
"",;
Ryy=memb_fifo(Rx++#s4:0:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,#s,MuV);"
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>8)|(tmpV<<56);
"",}
"",;
Ryy=memb_fifo(Rx++I:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,I<<0,MuV);"
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>8)|(tmpV<<56);
"",}
"",;
Ryy=memb_fifo(Rx++Mu),EA=Rx;
"",Rx=Rx+MuV;
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>8)|(tmpV<<56);
"",}
"",;
Ryy=memb_fifo(Rx++Mu:brev),EA=Rx.h[1] | brev(Rx.h[0]);
"",Rx=Rx+MuV;
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>8)|(tmpV<<56);
"",}
"",;
Ryy=memh_fifo(Re=#U6),"apply_extension(#U);
EA=#U;
{
tmpV = *EA;
Ryy = (((size8u_t)Ryy)>>16)|(tmpV<<48);
}
;
Re=#U;"
Ryy=memh_fifo(Rs),"Assembler mapped to: ""Ryy=memh_fifo""""(Rs+#0)"""
Ryy=memh_fifo(Rs+#s11:1),"apply_extension(#s);
EA=Rs+#s;
{
tmpV = *EA;
Ryy = (((size8u_t)Ryy)>>16)|(tmpV<<48);
}
;"
Ryy=memh_fifo(Rt<<#u2+#U6),"apply_extension(#U);
EA=#U+(Rt<<#u);
{
tmpV = *EA;
Ryy = (((size8u_t)Ryy)>>16)|(tmpV<<48);
}
;"
Ryy=memh_fifo(Rx++#s4:1),"EA=Rx;
Rx=Rx+#s;
{
tmpV = *EA;
Ryy = (((size8u_t)Ryy)>>16)|(tmpV<<48);
}
;"
"Ryy=memh_fifo(Rx++#s4:1:circ(Mu
))","EA=Rx;
Rx=Rx=circ_add(Rx,#s,MuV);
{
tmpV = *EA;
Ryy = (((size8u_t)Ryy)>>16)|(tmpV<<48);
}
;"
Syntax,Behavior
Ryy=memh_fifo(Rx++I:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,I<<1,MuV);"
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>16)|(tmpV<<48);
"",}
"",;
Ryy=memh_fifo(Rx++Mu),EA=Rx;
"",Rx=Rx+MuV;
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>16)|(tmpV<<48);
"",}
"",;
Ryy=memh_fifo(Rx++Mu:brev),EA=Rx.h[1] | brev(Rx.h[0]);
"",Rx=Rx+MuV;
"",{
"",tmpV = *EA;
"",Ryy = (((size8u_t)Ryy)>>16)|(tmpV<<48);
"",}
"",;
Syntax,Behavior
Rd=memh(Re=#U6),apply_extension(#U);
"",EA=#U;
"",Rd = *EA;
"",Re=#U;
Rd=memh(Rs+#s11:1),apply_extension(#s);
"",EA=Rs+#s;
"",Rd = *EA;
Rd=memh(Rs+Rt<<#u2),EA=Rs+(Rt<<#u);
"",Rd = *EA;
Rd=memh(Rt<<#u2+#U6),apply_extension(#U);
"",EA=#U+(Rt<<#u);
"",Rd = *EA;
Rd=memh(Rx++#s4:1),EA=Rx;
"",Rx=Rx+#s;
"",Rd = *EA;
Rd=memh(Rx++#s4:1:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,#s,MuV);"
"",Rd = *EA;
Rd=memh(Rx++I:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,I<<1,MuV);"
"",Rd = *EA;
Rd=memh(Rx++Mu),EA=Rx;
"",Rx=Rx+MuV;
"",Rd = *EA;
Rd=memh(Rx++Mu:brev),EA=Rx.h[1] | brev(Rx.h[0]);
"",Rx=Rx+MuV;
"",Rd = *EA;
Rd=memh(gp+#u16:1),apply_extension(#u);
"",EA=(Constant_extended ? (0) : GP)+#u;
"",Rd = *EA;
Syntax,Behavior
if ([!]Pt[.new]) Rd=memh(#u6),apply_extension(#u);
"",EA=#u;
"",if ([!]Pt[.new][0]) {
"",Rd = *EA;
"",} else {
"",NOP;
"",}
if ([!]Pt[.new]),apply_extension(#u);
Rd=memh(Rs+#u6:1),EA=Rs+#u;
"",if ([!]Pt[.new][0]) {
"",Rd = *EA;
"",} else {
"",NOP;
"",}
if ([!]Pt[.new]),EA=Rx;
Rd=memh(Rx++#s4:1),if([!]Pt[.new][0]){
"",Rx=Rx+#s;
"",Rd = *EA;
"",} else {
"",NOP;
"",}
if ([!]Pv[.new]),EA=Rs+(Rt<<#u);
Rd=memh(Rs+Rt<<#u2),if ([!]Pv[.new][0]) {
"",Rd = *EA;
"",} else {
"",NOP;
"",}
Syntax,Behavior
Rd=memub(Re=#U6),apply_extension(#U);
"",EA=#U;
"",Rd = *EA;
"",Re=#U;
Rd=memub(Rs+#s11:0),apply_extension(#s);
"",EA=Rs+#s;
"",Rd = *EA;
Rd=memub(Rs+Rt<<#u2),EA=Rs+(Rt<<#u);
"",Rd = *EA;
Rd=memub(Rt<<#u2+#U6),apply_extension(#U);
"",EA=#U+(Rt<<#u);
"",Rd = *EA;
Rd=memub(Rx++#s4:0),EA=Rx;
"",Rx=Rx+#s;
"",Rd = *EA;
Rd=memub(Rx++#s4:0:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,#s,MuV);"
"",Rd = *EA;
Rd=memub(Rx++I:circ(Mu)),EA=Rx;
"","Rx=Rx=circ_add(Rx,I<<0,MuV);"
"",Rd = *EA;
Rd=memub(Rx++Mu),EA=Rx;
"",Rx=Rx+MuV;
"",Rd = *EA;
