1,1,1,1,0,1,1,1,-,1,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vnavgh(Rt,Rs)"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,P,MajOp,MinOp,s5,Parse,,t5,,d5,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,0,1,1,0,1,0,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vsubh(Rt,Rs)"
1,1,1,1,0,1,1,0,1,0,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vsubh(Rt,Rs):sat"
1,1,1,1,0,1,1,0,1,1,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vsubuh(Rt,Rs):sat"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,MinOp,s5,Parse,C,,d5,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,0,0,1,1,0,s,s,s,s,s,P,P,0,-,-,-,-,-,-,-,-,d,d,d,d,d,Rd=zxth(Rs)
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,MinOp,s5,Parse,,d5,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,1,1,-,0,0,s,s,s,s,s,P,P,1,i,i,i,i,i,i,i,i,d,d,d,d,d,"Rdd=combine(Rs,#s8)"
0,1,1,1,0,0,1,1,-,0,1,s,s,s,s,s,P,P,1,i,i,i,i,i,i,i,i,d,d,d,d,d,"Rdd=combine(#s8,Rs)"
ICLASS,Rs,MajOp,MinOp,,Parse,,d5,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,1,0,0,0,I,I,I,I,I,I,I,P,P,I,i,i,i,i,i,i,i,i,d,d,d,d,d,"Rdd=combine(#s8,#S8)"
0,1,1,1,1,1,0,0,1,-,-,I,I,I,I,I,P,P,I,i,i,i,i,i,i,i,i,d,d,d,d,d,"Rdd=combine(#s8,#U6)"
ICLASS,P,MajOp,MinOp,s5,Parse,,t5,,d5,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,0,0,1,1,1,0,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=combine(Rt.H,Rs.H)"
1,1,1,1,0,0,1,1,1,0,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=combine(Rt.H,Rs.L)"
1,1,1,1,0,0,1,1,1,1,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=combine(Rt.L,Rs.H)"
1,1,1,1,0,0,1,1,1,1,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=combine(Rt.L,Rs.L)"
1,1,1,1,0,1,0,1,0,-,-,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rdd=combine(Rs,Rt)"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,,u2,s5,Parse,,d5,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,1,1,0,u,u,s,s,s,s,s,P,P,0,i,i,i,i,i,i,i,i,d,d,d,d,d,"Rd=mux(Pu,Rs,#s8)"
0,1,1,1,0,0,1,1,1,u,u,s,s,s,s,s,P,P,0,i,i,i,i,i,i,i,i,d,d,d,d,d,"Rd=mux(Pu,#s8,Rs)"
ICLASS,Rs,,u1,,Parse,,d5,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,0,1,u,u,I,I,I,I,I,I,I,P,P,I,i,i,i,i,i,i,i,i,d,d,d,d,d,"Rd=mux(Pu,#s8,#S8)"
ICLASS,P,MajOp,,s5,Parse,,t5,,u2,d5,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,0,1,0,0,-,-,-,s,s,s,s,s,P,P,-,t,t,t,t,t,-,u,u,d,d,d,d,d,"Rd=mux(Pu,Rs,Rt)"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,MinOp,s5,Parse,C,,d5,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,0,0,0,0,0,s,s,s,s,s,P,P,0,-,-,-,-,-,-,-,-,d,d,d,d,d,Rd=aslh(Rs)
0,1,1,1,0,0,0,0,0,0,1,s,s,s,s,s,P,P,0,-,-,-,-,-,-,-,-,d,d,d,d,d,Rd=asrh(Rs)
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,P,MajOp,MinOp,s5,Parse,,t5,,d5,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,0,1,0,1,1,-,-,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rdd=packhl(Rs,Rt)"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,PS,u2,s5,Parse,"DN",,d5,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,1,0,0,0,u,u,s,s,s,s,s,P,P,0,i,i,i,i,i,i,i,i,d,d,d,d,d,"if (Pu) Rd=add(Rs,#s8)"
0,1,1,1,0,1,0,0,0,u,u,s,s,s,s,s,P,P,1,i,i,i,i,i,i,i,i,d,d,d,d,d,"if (Pu.new) Rd=add(Rs,#s8)"
0,1,1,1,0,1,0,0,1,u,u,s,s,s,s,s,P,P,0,i,i,i,i,i,i,i,i,d,d,d,d,d,"if (!Pu) Rd=add(Rs,#s8)"
0,1,1,1,0,1,0,0,1,u,u,s,s,s,s,s,P,P,1,i,i,i,i,i,i,i,i,d,d,d,d,d,"if (!Pu.new)Rd=add(Rs,#s8)"
ICLASS,P,MajOp,MinOp,s5,Parse,"DN",t5,PS,u2,d5,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,1,1,0,-,0,s,s,s,s,s,P,P,0,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu) Rd=add(Rs,Rt)"
1,1,1,1,1,0,1,1,0,-,0,s,s,s,s,s,P,P,0,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu) Rd=add(Rs,Rt)"
1,1,1,1,1,0,1,1,0,-,0,s,s,s,s,s,P,P,1,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu.new) Rd=add(Rs,Rt)"
1,1,1,1,1,0,1,1,0,-,0,s,s,s,s,s,P,P,1,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu.new) Rd=add(Rs,Rt)"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,MinOp,s5,Parse,C,,S,dn,u2,,d5,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,0,0,0,0,0,s,s,s,s,s,P,P,1,-,0,0,u,u,-,-,-,d,d,d,d,d,if (Pu) Rd=aslh(Rs)
0,1,1,1,0,0,0,0,0,0,0,s,s,s,s,s,P,P,1,-,0,1,u,u,-,-,-,d,d,d,d,d,if (Pu.new) Rd=aslh(Rs)
0,1,1,1,0,0,0,0,0,0,0,s,s,s,s,s,P,P,1,-,1,0,u,u,-,-,-,d,d,d,d,d,if (!Pu) Rd=aslh(Rs)
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
0,1,1,1,0,0,0,0,0,0,0,s,s,s,s,s,P,P,1,-,1,1,u,u,-,-,-,d,d,d,d,d,if (!Pu.new) Rd=aslh(Rs)
0,1,1,1,0,0,0,0,0,0,1,s,s,s,s,s,P,P,1,-,0,0,u,u,-,-,-,d,d,d,d,d,if (Pu) Rd=asrh(Rs)
0,1,1,1,0,0,0,0,0,0,1,s,s,s,s,s,P,P,1,-,0,1,u,u,-,-,-,d,d,d,d,d,if (Pu.new) Rd=asrh(Rs)
0,1,1,1,0,0,0,0,0,0,1,s,s,s,s,s,P,P,1,-,1,0,u,u,-,-,-,d,d,d,d,d,if (!Pu) Rd=asrh(Rs)
0,1,1,1,0,0,0,0,0,0,1,s,s,s,s,s,P,P,1,-,1,1,u,u,-,-,-,d,d,d,d,d,if (!Pu.new) Rd=asrh(Rs)
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,P,MajOp,,s5,Parse,"DN",t5,PS,u2,d5,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,0,1,-,-,-,s,s,s,s,s,P,P,0,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu) Rdd=combine(Rs,Rt)"
1,1,1,1,1,1,0,1,-,-,-,s,s,s,s,s,P,P,0,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu)Rdd=combine(Rs,Rt)"
1,1,1,1,1,1,0,1,-,-,-,s,s,s,s,s,P,P,1,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu.new)Rdd=combine(Rs,Rt)"
1,1,1,1,1,1,0,1,-,-,-,s,s,s,s,s,P,P,1,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu.new)Rdd=combine(Rs,Rt)"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,P,MajOp,MinOp,s5,Parse,"DN",t5,PS,u2,d5,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,0,1,-,0,0,s,s,s,s,s,P,P,0,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu) Rd=and(Rs,Rt)"
1,1,1,1,1,0,0,1,-,0,0,s,s,s,s,s,P,P,0,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu) Rd=and(Rs,Rt)"
1,1,1,1,1,0,0,1,-,0,0,s,s,s,s,s,P,P,1,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu.new) Rd=and(Rs,Rt)"
1,1,1,1,1,0,0,1,-,0,0,s,s,s,s,s,P,P,1,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu.new) Rd=and(Rs,Rt)"
1,1,1,1,1,0,0,1,-,0,1,s,s,s,s,s,P,P,0,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu) Rd=or(Rs,Rt)"
1,1,1,1,1,0,0,1,-,0,1,s,s,s,s,s,P,P,0,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu) Rd=or(Rs,Rt)"
1,1,1,1,1,0,0,1,-,0,1,s,s,s,s,s,P,P,1,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu.new) Rd=or(Rs,Rt)"
1,1,1,1,1,0,0,1,-,0,1,s,s,s,s,s,P,P,1,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu.new) Rd=or(Rs,Rt)"
1,1,1,1,1,0,0,1,-,1,1,s,s,s,s,s,P,P,0,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu) Rd=xor(Rs,Rt)"
1,1,1,1,1,0,0,1,-,1,1,s,s,s,s,s,P,P,0,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu) Rd=xor(Rs,Rt)"
1,1,1,1,1,0,0,1,-,1,1,s,s,s,s,s,P,P,1,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu.new) Rd=xor(Rs,Rt)"
1,1,1,1,1,0,0,1,-,1,1,s,s,s,s,s,P,P,1,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu.new) Rd=xor(Rs,Rt)"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,P,MajOp,MinOp,s5,Parse,"DN",t5,PS,u2,d5,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,1,1,0,-,1,s,s,s,s,s,P,P,0,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu) Rd=sub(Rt,Rs)"
1,1,1,1,1,0,1,1,0,-,1,s,s,s,s,s,P,P,0,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu) Rd=sub(Rt,Rs)"
1,1,1,1,1,0,1,1,0,-,1,s,s,s,s,s,P,P,1,t,t,t,t,t,0,u,u,d,d,d,d,d,"if (Pu.new) Rd=sub(Rt,Rs)"
1,1,1,1,1,0,1,1,0,-,1,s,s,s,s,s,P,P,1,t,t,t,t,t,1,u,u,d,d,d,d,d,"if (!Pu.new) Rd=sub(Rt,Rs)"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,MinOp,s5,Parse,C,,S,dn,u2,,d5,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,0,0,1,0,1,s,s,s,s,s,P,P,1,-,0,0,u,u,-,-,-,d,d,d,d,d,if (Pu) Rd=sxtb(Rs)
0,1,1,1,0,0,0,0,1,0,1,s,s,s,s,s,P,P,1,-,0,1,u,u,-,-,-,d,d,d,d,d,if (Pu.new) Rd=sxtb(Rs)
0,1,1,1,0,0,0,0,1,0,1,s,s,s,s,s,P,P,1,-,1,0,u,u,-,-,-,d,d,d,d,d,if (!Pu) Rd=sxtb(Rs)
0,1,1,1,0,0,0,0,1,0,1,s,s,s,s,s,P,P,1,-,1,1,u,u,-,-,-,d,d,d,d,d,if (!Pu.new) Rd=sxtb(Rs)
0,1,1,1,0,0,0,0,1,1,1,s,s,s,s,s,P,P,1,-,0,0,u,u,-,-,-,d,d,d,d,d,if (Pu) Rd=sxth(Rs)
0,1,1,1,0,0,0,0,1,1,1,s,s,s,s,s,P,P,1,-,0,1,u,u,-,-,-,d,d,d,d,d,if (Pu.new) Rd=sxth(Rs)
0,1,1,1,0,0,0,0,1,1,1,s,s,s,s,s,P,P,1,-,1,0,u,u,-,-,-,d,d,d,d,d,if (!Pu) Rd=sxth(Rs)
0,1,1,1,0,0,0,0,1,1,1,s,s,s,s,s,P,P,1,-,1,1,u,u,-,-,-,d,d,d,d,d,if (!Pu.new) Rd=sxth(Rs)
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,PS,u2,,Parse,"DN",,d5,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,1,1,0,0,u,u,0,i,i,i,i,P,P,0,i,i,i,i,i,i,i,i,d,d,d,d,d,if (Pu) Rd=#s12
0,1,1,1,1,1,1,0,0,u,u,0,i,i,i,i,P,P,1,i,i,i,i,i,i,i,i,d,d,d,d,d,if (Pu.new) Rd=#s12
0,1,1,1,1,1,1,0,1,u,u,0,i,i,i,i,P,P,0,i,i,i,i,i,i,i,i,d,d,d,d,d,if (!Pu) Rd=#s12
0,1,1,1,1,1,1,0,1,u,u,0,i,i,i,i,P,P,1,i,i,i,i,i,i,i,i,d,d,d,d,d,if (!Pu.new) Rd=#s12
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,MinOp,s5,Parse,C,,S,dn,u2,,d5,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,0,0,1,0,0,s,s,s,s,s,P,P,1,-,0,0,u,u,-,-,-,d,d,d,d,d,if (Pu) Rd=zxtb(Rs)
0,1,1,1,0,0,0,0,1,0,0,s,s,s,s,s,P,P,1,-,0,1,u,u,-,-,-,d,d,d,d,d,if (Pu.new) Rd=zxtb(Rs)
0,1,1,1,0,0,0,0,1,0,0,s,s,s,s,s,P,P,1,-,1,0,u,u,-,-,-,d,d,d,d,d,if (!Pu) Rd=zxtb(Rs)
0,1,1,1,0,0,0,0,1,0,0,s,s,s,s,s,P,P,1,-,1,1,u,u,-,-,-,d,d,d,d,d,if (!Pu.new) Rd=zxtb(Rs)
0,1,1,1,0,0,0,0,1,1,0,s,s,s,s,s,P,P,1,-,0,0,u,u,-,-,-,d,d,d,d,d,if (Pu) Rd=zxth(Rs)
0,1,1,1,0,0,0,0,1,1,0,s,s,s,s,s,P,P,1,-,0,1,u,u,-,-,-,d,d,d,d,d,if (Pu.new) Rd=zxth(Rs)
0,1,1,1,0,0,0,0,1,1,0,s,s,s,s,s,P,P,1,-,1,0,u,u,-,-,-,d,d,d,d,d,if (!Pu) Rd=zxth(Rs)
0,1,1,1,0,0,0,0,1,1,0,s,s,s,s,s,P,P,1,-,1,1,u,u,-,-,-,d,d,d,d,d,if (!Pu.new) Rd=zxth(Rs)
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,MinOp,s5,Parse,,d2,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,1,0,1,0,0,i,s,s,s,s,s,P,P,i,i,i,i,i,i,i,i,i,0,0,0,d,d,"Pd=cmp.eq(Rs,#s10)"
0,1,1,1,0,1,0,1,0,0,i,s,s,s,s,s,P,P,i,i,i,i,i,i,i,i,i,1,0,0,d,d,"Pd=!cmp.eq(Rs,#s10)"
0,1,1,1,0,1,0,1,0,1,i,s,s,s,s,s,P,P,i,i,i,i,i,i,i,i,i,0,0,0,d,d,"Pd=cmp.gt(Rs,#s10)"
0,1,1,1,0,1,0,1,0,1,i,s,s,s,s,s,P,P,i,i,i,i,i,i,i,i,i,1,0,0,d,d,"Pd=!cmp.gt(Rs,#s10)"
0,1,1,1,0,1,0,1,1,0,0,s,s,s,s,s,P,P,i,i,i,i,i,i,i,i,i,0,0,0,d,d,"Pd=cmp.gtu(Rs,#u9)"
0,1,1,1,0,1,0,1,1,0,0,s,s,s,s,s,P,P,i,i,i,i,i,i,i,i,i,1,0,0,d,d,"Pd=!cmp.gtu(Rs,#u9)"
ICLASS,P,MajOp,MinOp,s5,Parse,,t5,,d2,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,0,0,1,0,-,0,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,0,0,0,d,d,"Pd=cmp.eq(Rs,Rt)"
1,1,1,1,0,0,1,0,-,0,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,1,0,0,d,d,"Pd=!cmp.eq(Rs,Rt)"
1,1,1,1,0,0,1,0,-,1,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,0,0,0,d,d,"Pd=cmp.gt(Rs,Rt)"
1,1,1,1,0,0,1,0,-,1,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,1,0,0,d,d,"Pd=!cmp.gt(Rs,Rt)"
1,1,1,1,0,0,1,0,-,1,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,0,0,0,d,d,"Pd=cmp.gtu(Rs,Rt)"
1,1,1,1,0,0,1,0,-,1,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,1,0,0,d,d,"Pd=!cmp.gtu(Rs,Rt)"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,Rs,MajOp,MinOp,s5,Parse,,d5,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,1,1,-,1,0,s,s,s,s,s,P,P,1,i,i,i,i,i,i,i,i,d,d,d,d,d,"Rd=cmp.eq(Rs,#s8)"
0,1,1,1,0,0,1,1,-,1,1,s,s,s,s,s,P,P,1,i,i,i,i,i,i,i,i,d,d,d,d,d,"Rd=!cmp.eq(Rs,#s8)"
ICLASS,P,MajOp,MinOp,s5,Parse,,t5,,d5,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,0,0,1,1,0,1,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=cmp.eq(Rs,Rt)"
1,1,1,1,0,0,1,1,0,1,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=!cmp.eq(Rs,Rt)"
31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
ICLASS,,sm,,s2,Parse,,t2,,d2,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,0,1,0,1,1,0,0,0,0,-,-,s,s,P,P,1,-,-,-,t,t,1,-,-,1,-,-,d,d,"Pd=fastcorner9(Ps,Pt)"
